Transaction_ID,Account_ID,Amount,Time,Is_Fraud,Transaction_Frequency,Average_Transaction_Amount,Transaction_Time_Deviation,Suspicious_Account_Label
T981,A98,6275.37,18,0,10,6770.950999999999,6,1
T982,A89,2903.82,6,0,9,5387.504444444445,6,1
T983,A24,9566.94,18,0,5,7121.564,6,1
T984,A25,4834.62,17,0,13,5433.03923076923,5,1
T985,A28,8048.83,5,0,15,4897.166,7,1
T986,A95,6853.06,21,0,12,5788.974166666667,9,1
T987,A62,2981.36,17,0,5,3838.1979999999994,5,0
T988,A36,739.0,0,0,16,3547.711875,12,1
T989,A93,608.53,23,0,11,4353.373636363636,11,1
T990,A76,6602.49,14,0,23,4435.786875,7,1
T991,A98,4847.67,22,0,10,6770.950999999999,10,1
T992,A68,2048.19,6,0,8,6334.655,6,1
T993,A77,6070.54,14,0,10,5425.8589999999995,2,1
T994,A37,3132.7,9,0,7,4505.89,3,0
T995,A13,7186.45,22,0,8,6105.9262499999995,10,1
T996,A25,7344.66,2,0,13,5433.03923076923,10,1
T997,A38,8609.17,13,0,7,5405.907142857143,1,1
T998,A30,9753.99,21,0,10,5117.564,9,1
T999,A47,1316.35,15,0,8,5937.14125,3,1
